पदग,P,2.8.66
पादातिक,P,2.8.66
पदाजि,P,2.8.66
पद्ग,P,2.8.67
पदिक,P,2.8.67
पादात,P,2.8.67
पत्तिसंहति,S,2.8.67
शस्त्राजीव,P,2.8.67
काण्डपृष्ठ,P,2.8.67
आयुधीय,P,2.8.67
आयुधिक,P,2.8.67
कृतहस्त,P,2.8.68
सुप्रयोगविशिख,P,2.8.68
कृतपुङ्ख,P,2.8.68
अपराद्धपृषत्क,P,2.8.68
धन्विन्,P,2.8.69
धनुष्मत्,P,2.8.69
धानुष्क,P,2.8.69
निषङ्गिन्,P,2.8.69
अस्त्रिन्,P,2.8.69
धनुर्धर,P,2.8.69
काण्डवत्,P,2.8.69
काण्डीर,P,2.8.69
शाक्तीक,P,2.8.69
शक्तिहेतिक,P,2.8.69
याष्टीक,P,2.8.70
पारश्वधिक,P,2.8.70
नैस्त्रिंशिक,P,2.8.70
असिहेति,P,2.8.70
प्रासिक,P,2.8.70
कौन्तिक,P,2.8.70
चर्मिन्,P,2.8.71
फलकपाणि,P,2.8.71
पताकिन्,P,2.8.71
वैजयन्तिक,P,2.8.71
अनुप्लव,P,2.8.71
सहाय,P,2.8.71
अनुचर,P,2.8.71
अभिचर,P,2.8.71
पुरोग,P,2.8.72
अग्रेसर,P,2.8.72
प्रष्ठ,P,2.8.72
अग्रतःसर,P,2.8.72
पुरःसर,P,2.8.72
पुरोगम,P,2.8.72
पुरोगामिन्,P,2.8.72
मन्दगामिन्,P,2.8.72
मन्थर,P,2.8.72
जङ्घाल,P,2.8.73
अतिजव,P,2.8.73
जङ्घाकरिक,P,2.8.73
जाङ्घिक,P,2.8.73
तरस्विन्,P,2.8.73
त्वरित,P,2.8.73
वेगिन्,P,2.8.73
प्रजविन्,P,2.8.73
जवन,P,2.8.73
जव,P,2.8.73
जय्य,P,2.8.74
जेय,P,2.8.74
जैत्र,P,2.8.74
जेतृ,P,2.8.74
अभ्यमित्र्य,P,2.8.75
अभ्यमित्रीय,P,2.8.75
अभ्यमित्रीण,P,2.8.75
ऊर्जस्वल,P,2.8.75
ऊर्जस्विन्,P,2.8.75
ऊर्जातिशयान्वित,P,2.8.75
उरस्वत्,P,2.8.76
उरसिल,P,2.8.76
रथिर,P,2.8.76
रथिक,P,2.8.76
रथिन्,P,2.8.76
कामङ्गामिन्,P,2.8.76
अनुकामीन,P,2.8.76
अत्यन्तीन,P,2.8.76
शूर,P,2.8.77
वीर,P,2.8.77
विक्रान्त,P,2.8.77
जेतृ,P,2.8.77
जिष्णु,P,2.8.77
जित्वर,P,2.8.77
सांयुगीन,P,2.8.77
ध्वजिनी,S,2.8.78
वाहिनी,S,2.8.78
सेना,S,2.8.78
पृतना,S,2.8.78
अनीकिनी,S,2.8.78
चमू,S,2.8.78
वरूथिनी,S,2.8.78
बल,P,2.8.78
सैन्य,P,2.8.78
चक्र,P,2.8.78
अनीक,PN,2.8.78
व्यूह,P,2.8.79
बलविन्यास,P,2.8.79
प्रत्यासार,P,2.8.79
व्यूहपार्ष्णि,P,2.8.79
प्रतिग्रह,P,2.8.79
पत्ति,P,2.8.80
सेनामुख,N,2.8.81
गुल्म,P,2.8.81
गण,P,2.8.81
वाहिनी,S,2.8.81
पृतना,S,2.8.81
चमू,S,2.8.81
अनीकिनी,S,2.8.81
अक्षौहिणी,S,2.8.81
सम्पद्,S,2.8.81
सम्पत्ति,S,2.8.82
श्री,S,2.8.82
लक्ष्मी,S,2.8.82
विपत्ति,S,2.8.82
विपद्,S,2.8.82
आपद्,S,2.8.82
आयुध,N,2.8.82
प्रहरण,N,2.8.82
शस्त्र,PN,2.8.82
अस्त्र,PN,2.8.82
धनुस्,PN,2.8.83
चाप,PN,2.8.83
धन्वन्,N,2.8.83
शरासन,N,2.8.83
कोदण्ड,N,2.8.83
कार्मुक,N,2.8.83
इष्वास,P,2.8.83
कालपृष्ठ,N,2.8.83
गाण्डीव,PN,2.8.84
गाण्डिव,PN,2.8.84
कोटि,S,2.8.84
अटनी,S,2.8.84
गोधा,S,2.8.84
तल,N,2.8.84
लस्तक,P,2.8.85
धनुर्मध्य,N,2.8.85
मोर्वी,S,2.8.85
ज्या,S,2.8.85
शिञ्जिनी,S,2.8.85
गुण,P,2.8.85
प्रत्यालीढ,N,2.8.85
आलीढ,N,2.8.85
लक्ष,N,2.8.86
लक्ष्य,N,2.8.86
शरव्य,N,2.8.86
शराभ्यास,P,2.8.86
उपासन,N,2.8.86
पृषत्क,P,2.8.86
बाण,P,2.8.86
विशिख,P,2.8.86
अजिह्मग,P,2.8.86
खग,P,2.8.86
आशुग,P,2.8.86
कलम्ब,P,2.8.87
मार्गण,P,2.8.87
शर,P,2.8.87
पत्रिन्,P,2.8.87
रोप,P,2.8.87
इषु,PS,2.8.87
प्रक्ष्वेडन,P,2.8.87
नाराच,P,2.8.87
पक्ष,P,2.8.87
वाज,P,2.8.87
निरस्त,V,2.8.88
दिग्ध,V,2.8.88
लिप्तक,V,2.8.88
तूण,P,2.8.88
उपासङ्ग,P,2.8.88
तूणीर,P,2.8.88
निषङ्ग,P,2.8.88
इषुधि,PS,2.8.88
तूणी,S,2.8.89
खड्ग,P,2.8.89
निस्त्रिंश,P,2.8.89
चन्द्रहास,P,2.8.89
असि,P,2.8.89
रिष्टि,P,2.8.89
कौक्षेयक,P,2.8.89
मण्डलाग्र,P,2.8.89
करवाल,P,2.8.89
कृपाण,P,2.8.89
त्सरु,P,2.8.90
मेखला,S,2.8.90
फलक,PN,2.8.90
फल,N,2.8.90
चर्मन्,N,2.8.90
सङ्ग्राह,P,2.8.90
द्रुघण,P,2.8.91
मुद्गर,P,2.8.91
घन,P,2.8.91
ईली,S,2.8.91
करवालिका,S,2.8.91
भिन्दिपाल,P,2.8.91
सृग,P,2.8.91
परिघ,P,2.8.91
परिघातन,P,2.8.91
कुठार,PS,2.8.92
स्वधिति,PS,2.8.92
परशु,PS,2.8.92
परश्वध,P,2.8.92
शस्त्री,S,2.8.92
असिपुत्री,S,2.8.92
छुरिका,S,2.8.92
असिधेनुका,S,2.8.92
शल्य,PN,2.8.93
शङ्कु,P,2.8.93
सर्वला,S,2.8.93
तोमर,PN,2.8.93
प्रास,P,2.8.93
कुन्त,P,2.8.93
कोण,P,2.8.93
पाली,S,2.8.93
अश्रि,S,2.8.93
कोटि,S,2.8.93
सर्वाभिसार,P,2.8.94
सर्वौघ,P,2.8.94
सर्वसन्नहन,N,2.8.94
लोहाभिहार,P,2.8.94
अभिषेणन,N,2.8.95
यात्रा,S,2.8.95
व्रज्या,S,2.8.95
अभिनिर्याण,N,2.8.95
प्रस्थान,N,2.8.95
गमन,N,2.8.95
गम,P,2.8.95
आसार,P,2.8.96
प्रसरण,N,2.8.96
प्रचक्र,N,2.8.96
चलित,N,2.8.96
अभिक्रम,P,2.8.96
वैतालिक,P,2.8.97
बोधकर,P,2.8.97
चाक्रिक,P,2.8.97
घाण्टिक,P,2.8.97
मागध,P,2.8.97
मगध,P,2.8.97
वन्दिन्,P,2.8.97
स्तुतिपाठक,P,2.8.97
संशप्तक,P,2.8.98
रेणु,PS,2.8.98
धूलि,S,2.8.98
पांसु,P,2.8.98
रजस्,N,2.8.98
चूर्ण,N,2.8.99
क्षोद,P,2.8.99
समुत्पिञ्ज,P,2.8.99
पिञ्जल,P,2.8.99
पताका,S,2.8.99
वैजयन्ती,S,2.8.99
केतन,N,2.8.99
ध्वज,PN,2.8.99
वीराशंसन,N,2.8.100
अहम्पूर्विका,S,2.8.100
आहोपुरुषिका,S,2.8.101
अहमहमिका,S,2.8.101
द्रविण,N,2.8.102
तरस्,N,2.8.102
सहस्,N,2.8.102
बल,N,2.8.102
शौर्य,N,2.8.102
स्थामन्,N,2.8.102
शुष्म,N,2.8.102
शक्ति,S,2.8.102
पराक्रम,P,2.8.102
प्राण,P,2.8.102
विक्रम,P,2.8.102
अतिशक्तिता,S,2.8.102
वीरपाण,N,2.8.103
युद्ध,N,2.8.103
आयोधन,N,2.8.103
जन्य,P,2.8.103
प्रधन,N,2.8.103
प्रविदारण,N,2.8.103
मृध,N,2.8.104
आस्कन्दन,N,2.8.104
सङ्ख्य,N,2.8.104
समीक,N,2.8.104
साम्परायिक,N,2.8.104
समर,P,2.8.104
अनीक,P,2.8.104
रण,P,2.8.104
कलह,P,2.8.104
विग्रह,P,2.8.104
सम्प्रहार,P,2.8.105
अभिसम्पात,P,2.8.105
कलि,P,2.8.105
संस्फोट,P,2.8.105
संयुग,P,2.8.105
अभ्यामर्द,P,2.8.105
समाघात,P,2.8.105
सङ्ग्राम,P,2.8.105
अभ्यागम,P,2.8.105
आहव,P,2.8.105
समुदाय,P,2.8.106
संयत्,S,2.8.106
समिति,S,2.8.106
आजि,S,2.8.106
समित्,S,2.8.106
युध्,S,2.8.106
नियुद्ध,N,2.8.106
बाहुयुद्ध,N,2.8.106
तुमुल,N,2.8.106
रणसङ्कुल,N,2.8.106
क्ष्वेडा,S,2.8.107
सिंहनाद,P,2.8.107
घटना,S,2.8.107
घटा,S,2.8.107
क्रन्दन,N,2.8.107
योधसंराव,P,2.8.107
बृंहित,N,2.8.107
करिगर्जित,N,2.8.107
विस्फार,P,2.8.108
पटह,P,2.8.108
आडम्बर,P,2.8.108
प्रसभ,N,2.8.108
बलात्कार,P,2.8.108
हठ,P,2.8.108
स्खलित,N,2.8.108
छल,N,2.8.108
अजन्य,N,2.8.109
उत्पात,P,2.8.109
उपसर्ग,P,2.8.109
मूर्छा,S,2.8.109
कश्मल,N,2.8.109
मोह,P,2.8.109
अवमर्द,P,2.8.109
पीडन,N,2.8.109
अभ्यवस्कन्दन,N,2.8.110
अभ्यासादन,N,2.8.110
विजय,P,2.8.110
जय,P,2.8.110
वैरशुद्धि,S,2.8.110
प्रतीकार,P,2.8.110
वैरनिर्यातन,N,2.8.110
प्रद्राव,P,2.8.111
उद्द्राव,P,2.8.111
सन्द्राव,P,2.8.111
सन्दाव,P,2.8.111
विद्रव,P,2.8.111
द्रव,P,2.8.111
अपक्रम,P,2.8.111
अपयान,N,2.8.111
भङ्ग,P,2.8.111
पराजय,P,2.8.111
पराजित,V,2.8.112
पराभूत,V,2.8.112
नष्ट,V,2.8.112
तिरोहित,V,2.8.112
प्रमापण,N,2.8.112
निबर्हण,N,2.8.112
निकारण,N,2.8.112
विशारण,N,2.8.112
प्रवासन,N,2.8.113
परासन,N,2.8.113
निषूदन,N,2.8.113
निहिंसन,N,2.8.113
निर्वासन,N,2.8.113
संज्ञपन,N,2.8.113
निर्ग्रन्थन,N,2.8.113
अपासन,N,2.8.113
निस्तर्हण,N,2.8.114
निहनन,N,2.8.114
क्षणन,N,2.8.114
परिवर्जन,N,2.8.114
निर्वापण,N,2.8.114
विशसन,N,2.8.114
मारण,N,2.8.114
प्रतिघातन,N,2.8.114
उद्वासन,N,2.8.115
प्रमथन,N,2.8.115
क्रथन,N,2.8.115
उज्जासन,N,2.8.115
आलम्भ,P,2.8.115
पिञ्ज,P,2.8.115
विशर,P,2.8.115
घात,P,2.8.115
उन्माथ,P,2.8.115
वध,P,2.8.115
पञ्चता,S,2.8.116
कालधर्म,P,2.8.116
दिष्टान्त,P,2.8.116
प्रलय,P,2.8.116
अत्यय,P,2.8.116
अन्त,P,2.8.116
नाश,P,2.8.116
मृत्यु,PS,2.8.116
मरण,N,2.8.116
निधन,PN,2.8.116
परासु,V,2.8.117
प्राप्तपञ्चत्व,V,2.8.117
परेत,V,2.8.117
प्रेत,V,2.8.117
संस्थित,V,2.8.117
मृत,V,2.8.117
प्रमीत,V,2.8.117
चिता,S,2.8.117
चित्या,S,2.8.117
चिति,S,2.8.117
कबन्ध,PN,2.8.118
श्मशान,N,2.8.118
पितृवन,N,2.8.118
कुणप,N,2.8.118
शव,PN,2.8.118
प्रग्रह,P,2.8.119
उपग्रह,P,2.8.119
वन्दी,S,2.8.119
कारा,S,2.8.119
बन्धनालय,P,2.8.119
असु,PB,2.8.119
प्राण,P,2.8.119
जीव,P,2.8.119
असुधारण,N,2.8.119
आयुस्,N,2.8.120
जीवितकाल,P,2.8.120
जीवातु,P,2.8.120
जीवनौषध,N,2.8.120
ऊरव्य,P,2.9.1
ऊरुज,P,2.9.1
अर्य,P,2.9.1
वैश्य,P,2.9.1
भूमिस्पृश्,P,2.9.1
विश्,P,2.9.1
आजीव,P,2.9.1
जीविका,S,2.9.1
वार्ता,S,2.9.1
वृत्ति,S,2.9.1
वर्तन,N,2.9.1
जीवन,N,2.9.1
कृषि,S,2.9.2
पाशुपाल्य,N,2.9.2
वाणिज्य,N,2.9.2
सेवा,S,2.9.2
श्ववृत्ति,S,2.9.2
अनृत,N,2.9.2
कृषि,S,2.9.2
उञ्छशिल,N,2.9.2
ऋत,N,2.9.2
मृत,N,2.9.3
अमृत,N,2.9.3
सत्यानृत,N,2.9.3
वणिग्भाव,P,2.9.3
ऋण,N,2.9.3
पर्युदञ्चन,N,2.9.3
उद्धार,P,2.9.4
अर्थप्रयोग,P,2.9.4
कुसीद,N,2.9.4
वृद्धिजीविका,S,2.9.4
याचितक,N,2.9.4
आपमित्यक,N,2.9.4
उत्तमर्ण,P,2.9.5
अधमर्ण,P,2.9.5
कुसीदिक,P,2.9.5
वार्धूषिक,P,2.9.5
वृद्ध्याजीव,P,2.9.5
वार्धुषि,P,2.9.5
क्षेत्राजीव,P,2.9.6
कर्षक,P,2.9.6
कृषक,P,2.9.6
कृषीवल,P,2.9.6
व्रैहेय,V,2.9.6
शालेय,V,2.9.6
यव्य,V,2.9.7
यवक्य,V,2.9.7
षष्टिक्य,V,2.9.7
तिल्य,V,2.9.7
तैलीन,V,2.9.7
माष्य,N,2.9.7
माषीण,V,2.9.7
उम्य,N,2.9.7
औमीन,N,2.9.7
अणव्य,N,2.9.7
अणवीन,V,2.9.7
भङ्ग्य,N,2.9.7
भाङ्गीन,V,2.9.7
मौद्गीन,V,2.9.8
कौद्रवीण,N,2.9.8
चाणकीण,V,2.9.8
गौधुमीण,N,2.9.8
कालायीण,N,2.9.8
कौदुमीण,N,2.9.8
प्रैयङ्गवीण,N,2.9.8
शाकशाकट,V,2.9.8
शाकशाकिन,V,2.9.8
बीजाकृत,N,2.9.9
उप्तकृष्ट,V,2.9.9
सीत्य,V,2.9.9
कृष्ट,V,2.9.9
हल्यवत्,N,2.9.9
त्रिगुणाकृत,V,2.9.9
तृतीयाकृत,V,2.9.9
त्रिहल्य,V,2.9.9
त्रिसीत्य,V,2.9.9
द्विगुणाकृत,V,2.9.10
द्वितीयाकृत,V,2.9.10
द्विहल्य,V,2.9.10
द्विसीत्य,V,2.9.10
शम्बाकृत,V,2.9.10
द्रौणिका,N,2.9.10
आढकिक,V,2.9.10
कौडविक,V,2.9.10
प्रास्थिक,V,2.9.10
खारीक,P,2.9.11
वप्र,PN,2.9.11
केदार,P,2.9.11
क्षेत्र,N,2.9.11
कैदारक,N,2.9.12
कैदार्य,N,2.9.12
क्षैत्र,N,2.9.12
कैदारिक,N,2.9.12
लोष्ट,PN,2.9.12
लेष्टु,P,2.9.12
कोटिश,P,2.9.12
लोष्टभेदन,P,2.9.12
प्राजन,N,2.9.13
तोदन,N,2.9.13
तोत्र,N,2.9.13
खनित्र,N,2.9.13
अवदारण,N,2.9.13
दात्र,N,2.9.13
लवित्र,N,2.9.13
आबन्ध,P,2.9.13
योत्र,N,2.9.13
योक्त्र,N,2.9.13
फल,N,2.9.13
निरीश,N,2.9.14
कुटक,N,2.9.14
फाल,P,2.9.14
कृषिक,P,2.9.14
लाङ्गल,N,2.9.14
हल,N,2.9.14
गोदारण,N,2.9.14
सीर,P,2.9.14
शम्या,S,2.9.14
युगकीलक,P,2.9.14
ईशा,S,2.9.15
लाङ्गलदण्ड,P,2.9.15
सीता,S,2.9.15
लाङ्गलपद्धति,S,2.9.15
मेधि,P,2.9.15
खलेदारु,N,2.9.15
आशु,V,2.9.16
व्रीहि,P,2.9.16
पाटल,P,2.9.16
शितशूक,P,2.9.16
यव,P,2.9.16
तोक्म,P,2.9.16
कलाय,P,2.9.16
सतीनक,P,2.9.16
हरेणु,P,2.9.17
खण्डिक,P,2.9.17
कोरदूष,P,2.9.17
कोद्रव,P,2.9.17
मङ्गल्यक,P,2.9.17
मसूर,P,2.9.17
मकुष्ठक,P,2.9.17
मयुष्ठक,P,2.9.17
वनमुद्ग,P,2.9.18
सर्षप,P,2.9.18
तन्तुभ,P,2.9.18
कदम्बक,P,2.9.18
सिद्धार्थ,P,2.9.18
गोधूम,P,2.9.18
सुमन,P,2.9.18
यावक,P,2.9.19
कुल्माष,P,2.9.19
चणक,P,2.9.19
हरिमन्थक,P,2.9.19
तिलपेज,P,2.9.19
तिलपिञ्ज,P,2.9.19
क्षव,P,2.9.20
क्षुधाभिजनन,P,2.9.20
राजिका,S,2.9.20
कृष्णिका,S,2.9.20
आसुरी,S,2.9.20
कङ्गु,S,2.9.20
प्रियङ्गु,S,2.9.20
अतसी,S,2.9.20
उमा,S,2.9.20
क्षुमा,S,2.9.20
मातुलानी,S,2.9.21
भङ्गा,S,2.9.21
अणु,P,2.9.21
किंशारु,P,2.9.21
सस्यशूक,N,2.9.21
कणिश,N,2.9.21
सस्यमञ्जरी,S,2.9.21
धान्य,N,2.9.22
व्रीहि,P,2.9.22
स्तम्बकरि,P,2.9.22
स्तम्ब,P,2.9.22
गुच्छ,P,2.9.22
नाडी,S,2.9.22
नाल,N,2.9.22
पलाल,PN,2.9.22
कडङ्गर,P,2.9.23
बुस,N,2.9.23
धान्यत्वच्,S,2.9.23
तुष,P,2.9.23
शूक,PN,2.9.23
शमी,S,2.9.23
शिम्बा,S,2.9.23
ऋद्ध,V,2.9.24
आवसित,V,2.9.24
पूत,V,2.9.24
बहुलीकृत,V,2.9.24
शमीधान्य,N,2.9.24
शूकधान्य,N,2.9.24
शालि,P,2.9.25
तृणधान्य,N,2.9.25
नीवार,P,2.9.25
गवेधु,S,2.9.25
गवेधुका,S,2.9.25
अयोग्र,PN,2.9.26
मुसल,PN,2.9.26
उदूखल,N,2.9.26
उलूखल,N,2.9.26
प्रस्फोटन,N,2.9.26
शूर्प,PN,2.9.26
चालनी,S,2.9.26
तितउ,P,2.9.26
स्यूत,P,2.9.27
प्रसेव,P,2.9.27
कण्डोल,P,2.9.27
पिट,P,2.9.27
कट,P,2.9.27
किलिञ्जक,P,2.9.27
रसवती,S,2.9.27
पाकस्थान,N,2.9.27
महानस,N,2.9.27
पौरोगव,P,2.9.28
सूपकार,P,2.9.28
बल्लव,P,2.9.28
आरालिक,V,2.9.28
आन्धसिक,V,2.9.28
सूदा,V,2.9.28
औदनिक,V,2.9.28
गुण,V,2.9.28
आपूपिक,V,2.9.29
कान्दविक,V,2.9.29
भक्ष्यकार,V,2.9.29
अश्मन्त,N,2.9.29
उद्धान,N,2.9.29
अधिश्रयणी,S,2.9.29
चुल्ली,S,2.9.29
अन्तिका,S,2.9.29
